richiesta_id,cliente_id,fornitore_id,operatore_id,data_apertura,data_chiusura,stato,priorita_richiesta,importo_base,iva_22,importo_totale,tempo_chiusura_giorni,prolungata,nome_operatore,ruolo,categoria_servizio_x,zona_x,seniority,capacita_massima,richieste_attive,saturazione,latitudine,longitudine,zona_y,settore,data_iscrizione,fascia_cliente,nome,categoria_servizio_y,zona
112,265,265,21,24/03/2025,30/03/2025,Conclusa,Bassa,2291,50402,279502,6,False,Marco Ferrari,Recruiter,IT,Nord,Junior,5,1,0,2,454642,Sud,Insurance,16/07/2023,Medium,Career Advisory,Compliance,Sud
113,258,217,21,13/11/2024,,In valutazione,Alta,14148,311256,1726056,30,True,Marco Ferrari,Recruiter,IT,Nord,Junior,5,1,0,2,454642,Sud,Finance,23/02/2024,Medium,People First Consulting,Sales,Sud
114,425,58,21,03/09/2025,26/09/2025,Completata,Alta,13006,286132,1586732,23,True,Marco Ferrari,Recruiter,IT,Nord,Junior,5,1,0,2,454642,Sud,IT,03/06/2026,Medium,Global Recruitment Services,Risk Management,Sud
115,591,508,21,16/11/2025,12/12/2025,Chiusa,Alta,12629,277838,1540738,26,True,Marco Ferrari,Recruiter,IT,Nord,Junior,5,1,0,2,454642,Sud,Reinsurance,22/04/2026,Enterprise,Global Recruitment Services,Risk Management,Sud
116,11,492,21,08/10/2024,27/10/2024,Conclusa,Media,7028,154616,857416,19,False,Marco Ferrari,Recruiter,IT,Nord,Junior,5,1,0,2,454642,Sud,IT,20/06/2023,Small,HR Consulting Group,Finance,Sud
117,248,377,21,26/07/2024,15/08/2024,Completata,Media,6440,14168,78568,20,False,Marco Ferrari,Recruiter,IT,Nord,Junior,5,1,0,2,454642,Sud,Finance,11/11/2024,Medium,People First Consulting,Risk Management,Sud
118,250,126,22,27/05/2024,03/06/2024,Chiusa,Bassa,2069,45518,252418,7,False,Luca Esposito,Senior Recruiter,Finance,Centro,Mid,8,4,0,5,431107,Nord,Finance,30/09/2024,Medium,Alpha Talent Network,Finance,Nord
119,75,148,22,08/10/2025,27/10/2025,Conclusa,Alta,12815,28193,156343,19,False,Luca Esposito,Senior Recruiter,Finance,Centro,Mid,8,4,0,5,431107,Nord,Consulting,29/09/2023,Small,Global Recruitment Services,Finance,Nord
120,575,328,22,29/07/2024,,In lavorazione,Alta,13977,307494,1705194,30,True,Luca Esposito,Senior Recruiter,Finance,Centro,Mid,8,4,0,5,431107,Nord,Insurance,13/03/2026,Enterprise,Global Recruitment Services,IT,Nord
121,317,231,22,16/09/2025,19/09/2025,Completata,Bassa,2805,6171,34221,3,False,Luca Esposito,Senior Recruiter,Finance,Centro,Mid,8,4,0,5,431107,Nord,Real Estate,26/02/2026,Medium,Talent Partners,Finance,Nord
122,151,13,23,08/10/2025,20/11/2025,Chiusa,Alta,13671,300762,1667862,43,True,Giulia Bianchi,HR Consultant,Compliance,Sud,Senior,12,7,0,58,375079,Nord,Reinsurance,19/03/2023,Small,Executive Search Italia,Compliance,Nord
123,234,435,23,08/12/2024,30/12/2024,Conclusa,Media,6649,146278,811178,22,True,Giulia Bianchi,HR Consultant,Compliance,Sud,Senior,12,7,0,58,375079,Nord,Reinsurance,14/07/2023,Medium,Career Advisory,Risk Management,Nord
124,147,175,23,20/07/2024,22/07/2024,Completata,Bassa,3089,67958,376858,2,False,Giulia Bianchi,HR Consultant,Compliance,Sud,Senior,12,7,0,58,375079,Nord,Consulting,13/03/2024,Small,Career Advisory,Compliance,Nord
125,369,353,23,22/10/2024,10/11/2024,Chiusa,Alta,13707,301554,1672254,19,False,Giulia Bianchi,HR Consultant,Compliance,Sud,Senior,12,7,0,58,375079,Nord,Real Estate,25/03/2025,Medium,Executive Search Italia,IT,Nord
126,295,135,23,26/06/2025,26/07/2025,Conclusa,Alta,12806,281732,1562332,30,True,Giulia Bianchi,HR Consultant,Compliance,Sud,Senior,12,7,0,58,375079,Nord,Consulting,18/10/2023,Medium,Career Advisory,Risk Management,Nord
127,488,13,23,14/11/2025,,Assegnata,Alta,12672,278784,1545984,39,True,Giulia Bianchi,HR Consultant,Compliance,Sud,Senior,12,7,0,58,375079,Nord,IT,10/11/2025,Enterprise,Executive Search Italia,Compliance,Nord
128,552,278,23,04/05/2024,14/05/2024,Completata,Bassa,3821,84062,466162,10,False,Giulia Bianchi,HR Consultant,Compliance,Sud,Senior,12,7,0,58,375079,Nord,Real Estate,30/09/2025,Enterprise,Global Recruitment Services,Sales,Nord
129,246,318,23,12/08/2025,28/08/2025,Chiusa,Alta,14023,308506,1710806,16,False,Giulia Bianchi,HR Consultant,Compliance,Sud,Senior,12,7,0,58,375079,Nord,Insurance,17/03/2024,Medium,Global Recruitment Services,Risk Management,Nord
130,406,260,23,18/06/2025,14/07/2025,Conclusa,Alta,13897,305734,1695434,26,True,Giulia Bianchi,HR Consultant,Compliance,Sud,Senior,12,7,0,58,375079,Nord,IT,15/02/2026,Medium,NextGen Talent Advisors,Risk Management,Nord
131,415,84,24,10/12/2025,18/12/2025,Completata,Bassa,2467,54274,300974,8,False,Francesca Romano,Talent Acquisition Specialist,Risk Management,Nord,Junior,5,3,0,6,444949,Centro,Finance,08/01/2026,Medium,Recruiting Solutions,Sales,Centro
132,257,206,24,18/07/2024,02/08/2024,Chiusa,Media,6436,141592,785192,15,False,Francesca Romano,Talent Acquisition Specialist,Risk Management,Nord,Junior,5,3,0,6,444949,Centro,Real Estate,13/11/2024,Medium,Alpha Talent Network,Risk Management,Centro
133,188,408,24,02/04/2025,21/04/2025,Conclusa,Media,7088,155936,864736,19,False,Francesca Romano,Talent Acquisition Specialist,Risk Management,Nord,Junior,5,3,0,6,444949,Centro,Consulting,13/06/2023,Small,Global Recruitment Services,IT,Centro
134,86,25,24,23/06/2024,02/07/2024,Completata,Media,7873,173206,960506,9,False,Francesca Romano,Talent Acquisition Specialist,Risk Management,Nord,Junior,5,3,0,6,444949,Centro,Real Estate,28/09/2024,Small,Career Advisory,Risk Management,Centro
135,80,241,24,31/03/2025,19/04/2025,Chiusa,Media,6689,147158,816058,19,False,Francesca Romano,Talent Acquisition Specialist,Risk Management,Nord,Junior,5,3,0,6,444949,Centro,Finance,04/11/2023,Small,Talent Partners,IT,Centro
136,415,237,24,20/03/2025,04/04/2025,Conclusa,Media,6775,14905,82655,15,False,Francesca Romano,Talent Acquisition Specialist,Risk Management,Nord,Junior,5,3,0,6,444949,Centro,Finance,08/01/2026,Medium,People First Consulting,Finance,Centro
137,226,147,24,10/10/2024,29/10/2024,Completata,Media,7042,154924,859124,19,False,Francesca Romano,Talent Acquisition Specialist,Risk Management,Nord,Junior,5,3,0,6,444949,Centro,IT,20/12/2023,Medium,People First Consulting,Compliance,Centro
138,278,226,24,15/11/2025,08/12/2025,Chiusa,Alta,13580,29876,165676,23,True,Francesca Romano,Talent Acquisition Specialist,Risk Management,Nord,Junior,5,3,0,6,444949,Centro,Consulting,21/10/2023,Medium,Alpha Talent Network,Sales,Centro
139,443,53,25,08/08/2024,20/08/2024,Conclusa,Media,7749,170478,945378,12,False,Alessandro Colombo,Account Recruiter,Sales,Centro,Mid,8,6,0,75,423498,Sud,Reinsurance,13/03/2026,Medium,Executive Search Italia,Finance,Sud
140,30,497,25,28/02/2025,19/03/2025,Completata,Alta,13081,287782,1595882,19,False,Alessandro Colombo,Account Recruiter,Sales,Centro,Mid,8,6,0,75,423498,Sud,Consulting,08/06/2023,Small,People First Consulting,Finance,Sud
141,193,455,25,02/08/2024,21/08/2024,Chiusa,Media,7703,169466,939766,19,False,Alessandro Colombo,Account Recruiter,Sales,Centro,Mid,8,6,0,75,423498,Sud,Insurance,26/04/2024,Small,Career Advisory,Sales,Sud
142,399,420,25,18/11/2025,07/12/2025,Conclusa,Media,6248,137456,762256,19,False,Alessandro Colombo,Account Recruiter,Sales,Centro,Mid,8,6,0,75,423498,Sud,Insurance,12/09/2025,Medium,NextGen Talent Advisors,Compliance,Sud
143,574,590,25,20/02/2024,06/03/2024,Completata,Media,7537,165814,919514,15,False,Alessandro Colombo,Account Recruiter,Sales,Centro,Mid,8,6,0,75,423498,Sud,Insurance,13/10/2025,Enterprise,NextGen Talent Advisors,Compliance,Sud
144,474,29,26,15/07/2025,25/07/2025,Chiusa,Media,6256,137632,763232,10,False,Sara Ricci,Recruiter,IT,Sud,Senior,12,2,0,17,381938,Sud,Consulting,08/05/2026,Enterprise,Strategic Search Partners,Compliance,Sud
145,463,588,26,24/07/2025,28/08/2025,Conclusa,Alta,12697,279334,1549034,35,True,Sara Ricci,Recruiter,IT,Sud,Senior,12,2,0,17,381938,Sud,IT,18/11/2025,Enterprise,Global Recruitment Services,Compliance,Sud
146,572,534,26,07/04/2025,28/04/2025,Completata,Alta,13555,29821,165371,21,True,Sara Ricci,Recruiter,IT,Sud,Senior,12,2,0,17,381938,Sud,Reinsurance,13/02/2026,Enterprise,Recruiting Solutions,Compliance,Sud
147,573,58,26,17/04/2024,08/05/2024,Chiusa,Media,6213,136686,757986,21,True,Sara Ricci,Recruiter,IT,Sud,Senior,12,2,0,17,381938,Sud,IT,03/05/2026,Enterprise,Global Recruitment Services,Risk Management,Sud
148,133,218,26,05/02/2024,08/02/2024,Conclusa,Bassa,2645,5819,32269,3,False,Sara Ricci,Recruiter,IT,Sud,Senior,12,2,0,17,381938,Sud,Consulting,05/04/2023,Small,Global Recruitment Services,Compliance,Sud
149,174,5,26,13/10/2025,25/10/2025,Completata,Media,7789,171358,950258,12,False,Sara Ricci,Recruiter,IT,Sud,Senior,12,2,0,17,381938,Sud,Insurance,21/02/2024,Small,Career Advisory,IT,Sud
150,52,250,27,27/10/2024,25/11/2024,Chiusa,Alta,13389,294558,1633458,29,True,Davide Marino,Senior Recruiter,Finance,Nord,Junior,5,5,1,444056,89463,Centro,Insurance,11/03/2023,Small,NextGen Talent Advisors,Finance,Centro
151,567,427,27,01/07/2024,10/07/2024,Conclusa,Bassa,3691,81202,450302,9,False,Davide Marino,Senior Recruiter,Finance,Nord,Junior,5,5,1,444056,89463,Centro,Finance,25/03/2025,Enterprise,People First Consulting,Sales,Centro
152,450,500,27,22/04/2024,27/04/2024,Completata,Bassa,2111,46442,257542,5,False,Davide Marino,Senior Recruiter,Finance,Nord,Junior,5,5,1,444056,89463,Centro,Insurance,03/07/2025,Medium,NextGen Talent Advisors,IT,Centro
153,567,342,27,18/08/2025,05/09/2025,Chiusa,Media,7677,168894,936594,18,False,Davide Marino,Senior Recruiter,Finance,Nord,Junior,5,5,1,444056,89463,Centro,Finance,25/03/2025,Enterprise,HR Consulting Group,IT,Centro
154,320,466,28,16/02/2024,11/03/2024,Conclusa,Media,6265,13783,76433,24,True,Elena Greco,HR Consultant,Compliance,Centro,Mid,8,1,0,12,381938,Sud,IT,29/01/2026,Medium,Alpha Talent Network,Compliance,Sud
155,477,262,28,27/11/2025,13/12/2025,Completata,Alta,12622,277684,1539884,16,False,Elena Greco,HR Consultant,Compliance,Centro,Mid,8,1,0,12,381938,Sud,IT,05/07/2025,Enterprise,HR Consulting Group,IT,Sud
156,378,466,28,24/11/2024,23/12/2024,Chiusa,Alta,14211,312642,1733742,29,True,Elena Greco,HR Consultant,Compliance,Centro,Mid,8,1,0,12,381938,Sud,IT,13/10/2025,Medium,Alpha Talent Network,Compliance,Sud
157,212,409,28,11/07/2025,26/07/2025,Conclusa,Media,7050,15510,86010,15,False,Elena Greco,HR Consultant,Compliance,Centro,Mid,8,1,0,12,381938,Sud,Consulting,14/02/2024,Medium,Strategic Search Partners,Compliance,Sud
158,89,193,28,14/09/2025,24/09/2025,Completata,Media,7594,167068,926468,10,False,Elena Greco,HR Consultant,Compliance,Centro,Mid,8,1,0,12,381938,Sud,Consulting,17/03/2023,Small,Executive Search Italia,Sales,Sud
159,302,467,28,15/02/2024,03/03/2024,Chiusa,Media,7867,173074,959774,17,False,Elena Greco,HR Consultant,Compliance,Centro,Mid,8,1,0,12,381938,Sud,Reinsurance,01/01/2025,Medium,People First Consulting,Risk Management,Sud
160,475,426,28,15/08/2024,06/09/2024,Conclusa,Media,6857,150854,836554,22,True,Elena Greco,HR Consultant,Compliance,Centro,Mid,8,1,0,12,381938,Sud,Finance,02/01/2026,Enterprise,Alpha Talent Network,Finance,Sud
161,60,568,28,27/06/2024,14/07/2024,Completata,Media,6895,15169,84119,17,False,Elena Greco,HR Consultant,Compliance,Centro,Mid,8,1,0,12,381938,Sud,IT,31/08/2024,Small,Global Recruitment Services,Risk Management,Sud
162,94,173,28,09/03/2025,24/03/2025,Chiusa,Alta,13070,28754,159454,15,False,Elena Greco,HR Consultant,Compliance,Centro,Mid,8,1,0,12,381938,Sud,Insurance,16/05/2023,Small,Executive Search Italia,Finance,Sud
163,521,37,28,04/11/2024,02/12/2024,Conclusa,Alta,13781,303182,1681282,28,True,Elena Greco,HR Consultant,Compliance,Centro,Mid,8,1,0,12,381938,Sud,Finance,02/07/2025,Enterprise,People First Consulting,Finance,Sud
164,23,196,28,11/01/2024,04/02/2024,Completata,Media,7009,154198,855098,24,True,Elena Greco,HR Consultant,Compliance,Centro,Mid,8,1,0,12,381938,Sud,Reinsurance,10/04/2024,Small,Alpha Talent Network,Compliance,Sud
165,115,479,29,04/09/2025,02/10/2025,Chiusa,Alta,13156,289432,1605032,28,True,Matteo Bruno,Talent Acquisition Specialist,Risk Management,Sud,Senior,12,4,0,33,39296,Sud,Reinsurance,28/09/2023,Small,Strategic Search Partners,Sales,Sud
166,457,308,29,26/04/2024,06/06/2024,Conclusa,Alta,12649,278278,1543178,41,True,Matteo Bruno,Talent Acquisition Specialist,Risk Management,Sud,Senior,12,4,0,33,39296,Sud,Reinsurance,29/09/2025,Enterprise,Global Recruitment Services,Risk Management,Sud
167,346,182,29,10/08/2025,20/08/2025,Completata,Media,6984,153648,852048,10,False,Matteo Bruno,Talent Acquisition Specialist,Risk Management,Sud,Senior,12,4,0,33,39296,Sud,Finance,04/12/2025,Medium,HR Consulting Group,Finance,Sud
168,579,214,29,11/09/2024,03/10/2024,Chiusa,Alta,14325,31515,174765,22,True,Matteo Bruno,Talent Acquisition Specialist,Risk Management,Sud,Senior,12,4,0,33,39296,Sud,IT,05/06/2025,Enterprise,Recruiting Solutions,Compliance,Sud
169,390,558,29,07/02/2025,24/02/2025,Conclusa,Alta,14118,310596,1722396,17,False,Matteo Bruno,Talent Acquisition Specialist,Risk Management,Sud,Senior,12,4,0,33,39296,Sud,Insurance,17/08/2025,Medium,Global Recruitment Services,Finance,Sud
170,492,263,29,07/06/2024,09/07/2024,Completata,Alta,14009,308198,1709098,32,True,Matteo Bruno,Talent Acquisition Specialist,Risk Management,Sud,Senior,12,4,0,33,39296,Sud,Real Estate,13/11/2025,Enterprise,Executive Search Italia,Sales,Sud
171,498,37,29,06/05/2024,24/05/2024,Chiusa,Media,6104,134288,744688,18,False,Matteo Bruno,Talent Acquisition Specialist,Risk Management,Sud,Senior,12,4,0,33,39296,Sud,Insurance,07/10/2025,Enterprise,People First Consulting,Finance,Sud
172,442,430,30,16/08/2025,24/08/2025,Conclusa,Bassa,2607,57354,318054,8,False,Valentina Gallo,Account Recruiter,Sales,Nord,Junior,5,7,1,455416,102118,Nord,Reinsurance,13/10/2025,Medium,NextGen Talent Advisors,Risk Management,Nord
173,332,510,30,04/05/2024,14/05/2024,Completata,Media,6031,132682,735782,10,False,Valentina Gallo,Account Recruiter,Sales,Nord,Junior,5,7,1,455416,102118,Nord,Consulting,22/03/2026,Medium,NextGen Talent Advisors,IT,Nord
174,304,100,30,05/01/2025,14/01/2025,Chiusa,Media,7329,161238,894138,9,False,Valentina Gallo,Account Recruiter,Sales,Nord,Junior,5,7,1,455416,102118,Nord,IT,17/08/2025,Medium,NextGen Talent Advisors,Compliance,Nord
175,151,238,30,05/06/2025,12/06/2025,Conclusa,Bassa,3254,71588,396988,7,False,Valentina Gallo,Account Recruiter,Sales,Nord,Junior,5,7,1,455416,102118,Nord,Reinsurance,19/03/2023,Small,Global Recruitment Services,Sales,Nord
176,344,24,31,28/12/2024,20/01/2025,Completata,Media,6540,14388,79788,23,True,Andrea Conti,Recruiter,IT,Centro,Mid,8,3,0,38,419028,Centro,Real Estate,16/06/2026,Medium,Recruiting Solutions,Sales,Centro
177,188,272,31,26/05/2025,13/06/2025,Chiusa,Alta,14362,315964,1752164,18,False,Andrea Conti,Recruiter,IT,Centro,Mid,8,3,0,38,419028,Centro,Consulting,13/06/2023,Small,HR Consulting Group,IT,Centro
178,447,136,31,16/04/2025,08/05/2025,Conclusa,Media,6384,140448,778848,22,True,Andrea Conti,Recruiter,IT,Centro,Mid,8,3,0,38,419028,Centro,Insurance,05/06/2025,Medium,Alpha Talent Network,IT,Centro
179,564,272,31,11/04/2024,27/04/2024,Completata,Alta,12699,279378,1549278,16,False,Andrea Conti,Recruiter,IT,Centro,Mid,8,3,0,38,419028,Centro,Consulting,07/10/2025,Enterprise,HR Consulting Group,IT,Centro
180,416,120,31,12/10/2025,25/10/2025,Chiusa,Media,7964,175208,971608,13,False,Andrea Conti,Recruiter,IT,Centro,Mid,8,3,0,38,419028,Centro,Finance,17/03/2025,Medium,NextGen Talent Advisors,Finance,Centro
181,508,378,32,03/04/2025,30/04/2025,Conclusa,Alta,14173,311806,1729106,27,True,Chiara De Luca,Senior Recruiter,Finance,Sud,Senior,12,6,0,5,381157,Centro,Consulting,13/10/2025,Enterprise,Global Recruitment Services,Compliance,Centro
182,520,149,32,20/05/2025,08/06/2025,Completata,Media,7316,160952,892552,19,False,Chiara De Luca,Senior Recruiter,Finance,Sud,Senior,12,6,0,5,381157,Centro,Insurance,25/09/2025,Enterprise,Strategic Search Partners,IT,Centro
183,370,579,32,15/02/2025,,In attesa cliente,Alta,12782,281204,1559404,41,True,Chiara De Luca,Senior Recruiter,Finance,Sud,Senior,12,6,0,5,381157,Centro,Reinsurance,17/08/2025,Medium,Strategic Search Partners,Sales,Centro
184,169,292,32,06/02/2025,,In valutazione,Alta,13606,299332,1659932,36,True,Chiara De Luca,Senior Recruiter,Finance,Sud,Senior,12,6,0,5,381157,Centro,Insurance,13/09/2023,Small,HR Consulting Group,Finance,Centro
185,253,421,32,26/04/2025,19/05/2025,Chiusa,Alta,12961,285142,1581242,23,True,Chiara De Luca,Senior Recruiter,Finance,Sud,Senior,12,6,0,5,381157,Centro,Consulting,08/05/2023,Medium,Talent Partners,Finance,Centro
186,343,393,32,22/10/2025,04/11/2025,Conclusa,Media,7284,160248,888648,13,False,Chiara De Luca,Senior Recruiter,Finance,Sud,Senior,12,6,0,5,381157,Centro,Reinsurance,02/01/2026,Medium,Executive Search Italia,Compliance,Centro
187,268,264,32,14/07/2025,24/07/2025,Completata,Media,6850,15070,83570,10,False,Chiara De Luca,Senior Recruiter,Finance,Sud,Senior,12,6,0,5,381157,Centro,Real Estate,24/01/2024,Medium,Recruiting Solutions,Risk Management,Centro
188,43,355,33,14/06/2025,09/07/2025,Chiusa,Alta,13874,305228,1692628,25,True,Federico Mancini,HR Consultant,Compliance,Nord,Junior,5,2,0,4,454384,Nord,Consulting,29/05/2024,Small,Career Advisory,Risk Management,Nord
189,43,583,33,15/07/2025,02/08/2025,Conclusa,Media,7523,165506,917806,18,False,Federico Mancini,HR Consultant,Compliance,Nord,Junior,5,2,0,4,454384,Nord,Consulting,29/05/2024,Small,Executive Search Italia,IT,Nord
190,484,48,33,04/02/2025,04/03/2025,Completata,Alta,13479,296538,1644438,28,True,Federico Mancini,HR Consultant,Compliance,Nord,Junior,5,2,0,4,454384,Nord,Reinsurance,11/11/2025,Enterprise,Global Recruitment Services,Risk Management,Nord
191,354,574,33,18/05/2024,04/06/2024,Chiusa,Alta,13767,302874,1679574,17,False,Federico Mancini,HR Consultant,Compliance,Nord,Junior,5,2,0,4,454384,Nord,IT,30/09/2025,Medium,Recruiting Solutions,Finance,Nord
192,523,89,33,14/09/2025,20/09/2025,Conclusa,Bassa,3433,75526,418826,6,False,Federico Mancini,HR Consultant,Compliance,Nord,Junior,5,2,0,4,454384,Nord,Finance,29/09/2025,Enterprise,Strategic Search Partners,Finance,Nord
193,90,384,33,16/01/2025,10/02/2025,Completata,Media,7833,172326,955626,25,True,Federico Mancini,HR Consultant,Compliance,Nord,Junior,5,2,0,4,454384,Nord,Reinsurance,04/07/2024,Small,Recruiting Solutions,Compliance,Nord
194,402,461,33,06/09/2025,,In lavorazione,Alta,13253,291566,1616866,36,True,Federico Mancini,HR Consultant,Compliance,Nord,Junior,5,2,0,4,454384,Nord,Real Estate,30/01/2026,Medium,Talent Partners,Sales,Nord
195,579,267,34,15/09/2024,05/10/2024,Chiusa,Alta,13190,29018,160918,20,False,Martina Costa,Talent Acquisition Specialist,Risk Management,Centro,Mid,8,5,0,62,419028,Sud,IT,05/06/2025,Enterprise,People First Consulting,Compliance,Sud
196,569,121,34,22/03/2025,28/04/2025,Conclusa,Alta,12735,28017,155367,37,True,Martina Costa,Talent Acquisition Specialist,Risk Management,Centro,Mid,8,5,0,62,419028,Sud,Reinsurance,25/01/2025,Enterprise,Talent Partners,Sales,Sud
197,56,182,34,26/02/2025,23/03/2025,Completata,Media,7089,155958,864858,25,True,Martina Costa,Talent Acquisition Specialist,Risk Management,Centro,Mid,8,5,0,62,419028,Sud,Finance,03/05/2023,Small,HR Consulting Group,Finance,Sud
198,279,389,34,23/07/2025,15/08/2025,Chiusa,Media,6130,13486,74786,23,True,Martina Costa,Talent Acquisition Specialist,Risk Management,Centro,Mid,8,5,0,62,419028,Sud,Finance,04/08/2023,Medium,Strategic Search Partners,Compliance,Sud
199,513,465,34,08/09/2024,24/09/2024,Conclusa,Media,7997,175934,975634,16,False,Martina Costa,Talent Acquisition Specialist,Risk Management,Centro,Mid,8,5,0,62,419028,Sud,Consulting,05/06/2025,Enterprise,Career Advisory,Finance,Sud
200,424,518,34,15/08/2025,23/08/2025,Completata,Media,6895,15169,84119,8,False,Martina Costa,Talent Acquisition Specialist,Risk Management,Centro,Mid,8,5,0,62,419028,Sud,Insurance,04/11/2025,Medium,Global Recruitment Services,IT,Sud
201,185,310,34,03/03/2024,29/03/2024,Chiusa,Alta,13206,290532,1611132,26,True,Martina Costa,Talent Acquisition Specialist,Risk Management,Centro,Mid,8,5,0,62,419028,Sud,Finance,16/11/2024,Small,NextGen Talent Advisors,Compliance,Sud
202,190,308,34,12/11/2024,05/12/2024,Conclusa,Media,6051,133122,738222,23,True,Martina Costa,Talent Acquisition Specialist,Risk Management,Centro,Mid,8,5,0,62,419028,Sud,Real Estate,21/04/2023,Small,Global Recruitment Services,Risk Management,Sud
203,335,588,34,11/07/2024,,Assegnata,Alta,12698,279356,1549156,32,True,Martina Costa,Talent Acquisition Specialist,Risk Management,Centro,Mid,8,5,0,62,419028,Sud,Reinsurance,29/04/2025,Medium,Global Recruitment Services,Compliance,Sud
204,57,437,35,24/03/2025,11/04/2025,Completata,Media,7810,17182,95282,18,False,Simone Lombardi,Account Recruiter,Sales,Sud,Senior,12,1,0,8,406401,Nord,Finance,06/08/2024,Small,People First Consulting,Sales,Nord
205,74,361,35,19/01/2024,05/02/2024,Chiusa,Media,7278,160116,887916,17,False,Simone Lombardi,Account Recruiter,Sales,Sud,Senior,12,1,0,8,406401,Nord,Consulting,02/09/2023,Small,Talent Partners,Compliance,Nord
206,171,318,35,19/08/2024,30/08/2024,Conclusa,Bassa,2328,51216,284016,11,False,Simone Lombardi,Account Recruiter,Sales,Sud,Senior,12,1,0,8,406401,Nord,IT,16/04/2023,Small,Global Recruitment Services,Risk Management,Nord
207,26,320,35,17/11/2025,16/12/2025,Completata,Alta,12529,275638,1528538,29,True,Simone Lombardi,Account Recruiter,Sales,Sud,Senior,12,1,0,8,406401,Nord,Reinsurance,14/12/2024,Small,NextGen Talent Advisors,Sales,Nord
208,534,105,35,27/11/2025,22/12/2025,Chiusa,Media,6774,149028,826428,25,True,Simone Lombardi,Account Recruiter,Sales,Sud,Senior,12,1,0,8,406401,Nord,Real Estate,30/01/2026,Enterprise,Career Advisory,Risk Management,Nord
209,471,140,35,30/06/2024,14/07/2024,Conclusa,Media,6209,136598,757498,14,False,Simone Lombardi,Account Recruiter,Sales,Sud,Senior,12,1,0,8,406401,Nord,Insurance,18/09/2025,Enterprise,NextGen Talent Advisors,IT,Nord
210,534,294,35,30/11/2024,24/12/2024,Completata,Media,7231,159082,882182,24,True,Simone Lombardi,Account Recruiter,Sales,Sud,Senior,12,1,0,8,406401,Nord,Real Estate,30/01/2026,Enterprise,Recruiting Solutions,Risk Management,Nord
211,217,532,36,03/05/2025,,In attesa cliente,Alta,14482,318604,1766804,37,True,Laura Moretti,Recruiter,IT,Nord,Junior,5,4,0,8,454064,Sud,IT,29/04/2023,Medium,HR Consulting Group,Sales,Sud
212,399,386,36,11/01/2024,22/02/2024,Chiusa,Alta,14213,312686,1733986,42,True,Laura Moretti,Recruiter,IT,Nord,Junior,5,4,0,8,454064,Sud,Insurance,12/09/2025,Medium,Alpha Talent Network,IT,Sud
213,459,344,36,18/12/2025,12/01/2026,Conclusa,Alta,13636,299992,1663592,25,True,Laura Moretti,Recruiter,IT,Nord,Junior,5,4,0,8,454064,Sud,Finance,22/04/2026,Enterprise,Recruiting Solutions,IT,Sud
214,146,77,36,25/01/2024,19/02/2024,Completata,Alta,12858,282876,1568676,25,True,Laura Moretti,Recruiter,IT,Nord,Junior,5,4,0,8,454064,Sud,Reinsurance,23/12/2024,Small,People First Consulting,Risk Management,Sud
215,349,144,36,15/04/2025,,In valutazione,Alta,13088,287936,1596736,44,True,Laura Moretti,Recruiter,IT,Nord,Junior,5,4,0,8,454064,Sud,Reinsurance,08/01/2026,Medium,Recruiting Solutions,Risk Management,Sud
216,163,116,36,11/11/2025,,In lavorazione,Alta,14490,31878,176778,31,True,Laura Moretti,Recruiter,IT,Nord,Junior,5,4,0,8,454064,Sud,Insurance,12/11/2023,Small,Alpha Talent Network,Risk Management,Sud
217,146,372,36,13/02/2025,,Assegnata,Alta,13308,292776,1623576,44,True,Laura Moretti,Recruiter,IT,Nord,Junior,5,4,0,8,454064,Sud,Reinsurance,23/12/2024,Small,HR Consulting Group,Finance,Sud
218,323,125,36,16/07/2024,22/07/2024,Chiusa,Bassa,2528,55616,308416,6,False,Laura Moretti,Recruiter,IT,Nord,Junior,5,4,0,8,454064,Sud,Reinsurance,02/07/2025,Medium,Career Advisory,Sales,Sud
219,425,125,37,28/08/2024,,In attesa cliente,Alta,14369,316118,1753018,30,True,Stefano Barbieri,Senior Recruiter,Finance,Centro,Mid,8,7,0,88,433188,Sud,IT,03/06/2026,Medium,Career Advisory,Sales,Sud
220,339,426,37,04/12/2025,23/12/2025,Conclusa,Media,6356,139832,775432,19,False,Stefano Barbieri,Senior Recruiter,Finance,Centro,Mid,8,7,0,88,433188,Sud,Reinsurance,18/09/2025,Medium,Alpha Talent Network,Finance,Sud
221,459,214,37,23/08/2024,16/09/2024,Completata,Media,7625,16775,93025,24,True,Stefano Barbieri,Senior Recruiter,Finance,Centro,Mid,8,7,0,88,433188,Sud,Finance,22/04/2026,Enterprise,Recruiting Solutions,Compliance,Sud
222,323,217,37,12/05/2025,,In valutazione,Alta,13383,294426,1632726,36,True,Stefano Barbieri,Senior Recruiter,Finance,Centro,Mid,8,7,0,88,433188,Sud,Reinsurance,02/07/2025,Medium,People First Consulting,Sales,Sud
223,62,58,37,31/05/2025,,In lavorazione,Alta,12560,27632,153232,43,True,Stefano Barbieri,Senior Recruiter,Finance,Centro,Mid,8,7,0,88,433188,Sud,Real Estate,26/09/2024,Small,Global Recruitment Services,Risk Management,Sud
